Num. Cliente,Producto,Punto de venta,Día,Hora,Articulos,Precio,Empresa,Categoria,Historial Crediticio
5231,Afore,NA,06/22/2024,10:57:12,NA,"$3,529.00",Banorte,Sector Financiero,406
8765,Afore,NA,06/15/2024,15:09:57,NA,"$7,885.00",Banorte,Sector Financiero,480
1234,Fondos de Inversión,NA,06/06/2024,01:01:00,NA,$180.00,Banorte,Sector Financiero,571
5432,Tarjeta de crédito,Cinemex 569,06/23/2024,08:19:42,Artículo 41,"$1,797.00",Cinemex,Restaurant,737
7555,Afore,NA,06/27/2024,19:16:25,NA,"$3,073.00",Banorte,Sector Financiero,659
2002,Tarjeta de crédito,Liverpool 183,06/05/2024,14:46:31,Artículo 48,"$7,322.00",Liverpool,Supermercado,389
9876,Afore,NA,06/12/2024,02:30:58,NA,"$5,723.00",Banorte,Sector Financiero,591
1234,Tarjeta de débito,Oxxo 268,06/30/2024,10:35:03,Artículo 44,"$7,988.00",Oxxo,E-commerce,571
5432,Afore,NA,06/19/2024,14:02:00,NA,"$2,631.00",Banorte,Sector Financiero,737
7555,Fondos de Inversión,NA,06/19/2024,17:40:58,NA,"$4,248.00",Banorte,Sector Financiero,659
8765,Tarjeta de crédito,Amazon 430,06/19/2024,07:59:01,Artículo 8,"$7,961.00",Amazon,Electronics,480
9876,Afore,NA,06/27/2024,19:57:26,NA,"$4,425.00",Banorte,Sector Financiero,591
2002,Tarjeta de débito,Chedraui 12,06/19/2024,01:19:21,Artículo 27,"$9,064.00",Chedraui,Restaurant,389
1234,Afore,NA,06/06/2024,08:32:16,NA,"$1,096.00",Banorte,Sector Financiero,571
1234,Fondos de Inversión,NA,06/30/2024,23:27:24,NA,"$3,821.00",Banorte,Sector Financiero,571
1001,Tarjeta de débito,Spotify 324,06/10/2024,20:11:41,Artículo 1,"$8,299.00",Spotify,Clothing,736
9980,Tarjeta de crédito,iShop 194,06/08/2024,18:29:15,Artículo 17,"$6,016.00",iShop,Clothing,501
2002,Tarjeta de crédito,Mercado Libre 279,07/02/2024,04:05:58,Artículo 35,"$2,413.00",Mercado Libre,Electronics,389
1001,Tarjeta de crédito,Spotify 465,06/26/2024,02:36:33,Artículo 38,"$2,595.00",Spotify,Restaurant,736
9980,Tarjeta de débito,Chedraui 634,06/11/2024,07:37:53,Artículo 46,"$6,940.00",Chedraui,Restaurant,501
2002,Fondos de Inversión,NA,07/04/2024,06:28:57,NA,"$6,624.00",Banorte,Sector Financiero,389
1001,Tarjeta de débito,Sanborns 266,07/04/2024,06:21:27,Artículo 24,"$4,004.00",Sanborns,Electronics,736
8765,Afore,NA,06/19/2024,20:36:25,NA,"$5,856.00",Banorte,Sector Financiero,480
1234,Fondos de Inversión,NA,06/10/2024,06:51:06,NA,"$6,562.00",Banorte,Sector Financiero,571
1234,Tarjeta de crédito,Liverpool 108,06/19/2024,13:41:14,Artículo 35,"$6,960.00",Liverpool,Alimentos y bebidas,571
1001,Tarjeta de débito,Oxxo 522,06/26/2024,23:48:00,Artículo 36,"$5,156.00",Oxxo,Alimentos y bebidas,736
1234,Tarjeta de crédito,Cinemex 512,06/30/2024,11:20:53,Artículo 14,"$8,781.00",Cinemex,E-commerce,571
1001,Fondos de Inversión,NA,06/23/2024,11:29:37,NA,"$2,575.00",Banorte,Sector Financiero,736
2002,Fondos de Inversión,NA,06/06/2024,21:03:57,NA,"$3,934.00",Banorte,Sector Financiero,389
7555,Fondos de Inversión,NA,06/20/2024,04:57:06,NA,"$5,568.00",Banorte,Sector Financiero,659
2002,Tarjeta de débito,iShop 957,06/30/2024,00:47:38,Artículo 12,"$5,313.00",iShop,Alimentos y bebidas,389
7555,Afore,NA,06/18/2024,23:20:14,NA,"$5,610.00",Banorte,Sector Financiero,659
9980,Fondos de Inversión,NA,06/19/2024,02:45:54,NA,"$1,787.00",Banorte,Sector Financiero,501
5231,Tarjeta de débito,Starbucks 913,07/02/2024,01:44:39,Artículo 6,"$3,149.00",Starbucks,Retail,406
5231,Afore,NA,06/27/2024,19:17:14,NA,$174.00,Banorte,Sector Financiero,406
8765,Afore,NA,06/15/2024,02:01:10,NA,"$2,900.00",Banorte,Sector Financiero,480
2002,Afore,NA,06/16/2024,21:31:34,NA,"$4,610.00",Banorte,Sector Financiero,389
7555,Afore,NA,06/23/2024,03:06:56,NA,"$8,929.00",Banorte,Sector Financiero,659
2002,Tarjeta de crédito,Amazon 81,06/24/2024,07:00:45,Artículo 21,"$5,934.00",Amazon,Supermercado,389
1001,Afore,NA,06/11/2024,11:54:43,NA,"$8,438.00",Banorte,Sector Financiero,736
9876,Tarjeta de crédito,iShop 647,06/19/2024,18:28:29,Artículo 35,"$2,344.00",iShop,E-commerce,591
7555,Afore,NA,06/05/2024,21:12:02,NA,"$4,291.00",Banorte,Sector Financiero,659
6478,Tarjeta de crédito,Cinemex 954,06/10/2024,03:16:26,Artículo 27,"$6,792.00",Cinemex,Tecnología,611
2002,Fondos de Inversión,NA,07/03/2024,17:51:47,NA,"$4,391.00",Banorte,Sector Financiero,389
1001,Afore,NA,06/06/2024,19:15:59,NA,"$2,270.00",Banorte,Sector Financiero,736
5432,Fondos de Inversión,NA,06/17/2024,11:06:08,NA,"$3,858.00",Banorte,Sector Financiero,737
6478,Afore,NA,06/22/2024,21:53:25,NA,"$8,146.00",Banorte,Sector Financiero,611
2002,Afore,NA,06/14/2024,12:14:17,NA,"$5,553.00",Banorte,Sector Financiero,389
5432,Fondos de Inversión,NA,06/10/2024,04:48:11,NA,"$6,796.00",Banorte,Sector Financiero,737
8765,Fondos de Inversión,NA,07/03/2024,08:09:15,NA,"$2,798.00",Banorte,Sector Financiero,480
5231,Fondos de Inversión,NA,07/04/2024,05:24:15,NA,$467.00,Banorte,Sector Financiero,406
2002,Afore,NA,06/26/2024,20:25:37,NA,"$1,799.00",Banorte,Sector Financiero,389
8765,Tarjeta de crédito,Amazon 182,06/17/2024,22:23:43,Artículo 11,"$6,091.00",Amazon,E-commerce,480
1001,Tarjeta de crédito,Sanborns 191,06/30/2024,07:46:37,Artículo 7,"$4,534.00",Sanborns,Restaurant,736
9980,Tarjeta de crédito,Soriana 979,07/04/2024,00:43:39,Artículo 8,"$1,518.00",Soriana,Comida a domicilio,501
5231,Fondos de Inversión,NA,06/25/2024,02:47:17,NA,"$9,912.00",Banorte,Sector Financiero,406
2002,Tarjeta de débito,Oxxo 94,06/26/2024,11:43:27,Artículo 31,"$6,325.00",Oxxo,Tecnología,389
6478,Tarjeta de crédito,Starbucks 677,06/08/2024,16:40:02,Artículo 27,"$9,493.00",Starbucks,Entretenimiento,611
5432,Afore,NA,06/10/2024,21:31:25,NA,"$3,327.00",Banorte,Sector Financiero,737
5432,Tarjeta de débito,iShop 833,06/17/2024,08:17:42,Artículo 14,"$5,512.00",iShop,Comida a domicilio,737
5231,Tarjeta de crédito,Starbucks 615,06/17/2024,04:37:56,Artículo 45,"$4,000.00",Starbucks,Supermercado,406
5432,Tarjeta de débito,Liverpool 272,06/21/2024,18:18:18,Artículo 33,"$1,361.00",Liverpool,Restaurant,737
1234,Tarjeta de débito,Mercado Libre 742,06/11/2024,06:08:51,Artículo 47,"$7,358.00",Mercado Libre,Retail,571
6478,Afore,NA,07/01/2024,19:28:50,NA,"$8,565.00",Banorte,Sector Financiero,611
8765,Fondos de Inversión,NA,06/24/2024,09:50:06,NA,"$4,354.00",Banorte,Sector Financiero,480
6478,Afore,NA,06/04/2024,17:07:47,NA,"$4,218.00",Banorte,Sector Financiero,611
5432,Afore,NA,06/21/2024,11:33:56,NA,"$9,608.00",Banorte,Sector Financiero,737
5432,Fondos de Inversión,NA,06/28/2024,21:53:46,NA,"$1,269.00",Banorte,Sector Financiero,737
7555,Fondos de Inversión,NA,06/26/2024,12:10:49,NA,"$2,377.00",Banorte,Sector Financiero,659
1001,Tarjeta de débito,Soriana 634,06/28/2024,14:06:31,Artículo 36,"$2,384.00",Soriana,Tecnología,736
9980,Afore,NA,06/28/2024,16:42:29,NA,"$3,818.00",Banorte,Sector Financiero,501
1234,Afore,NA,06/04/2024,16:11:50,NA,"$1,318.00",Banorte,Sector Financiero,571
9980,Tarjeta de débito,Uber Eats 23,06/05/2024,20:28:32,Artículo 4,"$7,922.00",Uber Eats,Comida a domicilio,501
9980,Afore,NA,06/24/2024,05:11:04,NA,"$7,413.00",Banorte,Sector Financiero,501
1001,Afore,NA,06/19/2024,07:54:50,NA,"$9,099.00",Banorte,Sector Financiero,736
1001,Fondos de Inversión,NA,06/23/2024,12:40:04,NA,"$6,892.00",Banorte,Sector Financiero,736
9980,Fondos de Inversión,NA,07/02/2024,11:29:07,NA,"$4,208.00",Banorte,Sector Financiero,501
9980,Afore,NA,06/04/2024,00:02:42,NA,"$6,566.00",Banorte,Sector Financiero,501
1001,Afore,NA,06/19/2024,07:31:19,NA,"$2,505.00",Banorte,Sector Financiero,736
6478,Afore,NA,06/19/2024,19:52:01,NA,"$9,014.00",Banorte,Sector Financiero,611
9980,Tarjeta de débito,Sanborns 451,06/26/2024,11:45:33,Artículo 9,"$5,465.00",Sanborns,Alimentos y bebidas,501
2002,Afore,NA,07/03/2024,11:25:32,NA,"$8,224.00",Banorte,Sector Financiero,389
9980,Afore,NA,06/06/2024,04:28:46,NA,"$3,640.00",Banorte,Sector Financiero,501
5231,Tarjeta de débito,Soriana 236,06/17/2024,22:34:47,Artículo 15,"$8,921.00",Soriana,Retail,406
9980,Tarjeta de débito,Spotify 287,06/20/2024,17:05:18,Artículo 43,"$3,548.00",Spotify,Supermercado,501
1001,Tarjeta de débito,Oxxo 385,06/23/2024,12:32:25,Artículo 21,"$9,295.00",Oxxo,Supermercado,736
7555,Fondos de Inversión,NA,06/13/2024,08:33:18,NA,"$7,827.00",Banorte,Sector Financiero,659
8765,Afore,NA,07/01/2024,06:09:44,NA,"$4,564.00",Banorte,Sector Financiero,480
5432,Tarjeta de débito,Walmart 226,06/07/2024,21:47:33,Artículo 29,"$5,962.00",Walmart,Alimentos y bebidas,737
5432,Tarjeta de crédito,Starbucks 867,06/23/2024,01:35:31,Artículo 12,"$4,824.00",Starbucks,Supermercado,737
6478,Afore,NA,07/01/2024,20:40:28,NA,"$7,646.00",Banorte,Sector Financiero,611
9876,Afore,NA,06/04/2024,11:55:38,NA,"$2,924.00",Banorte,Sector Financiero,591
1001,Fondos de Inversión,NA,06/26/2024,15:50:17,NA,"$9,864.00",Banorte,Sector Financiero,736
2002,Fondos de Inversión,NA,06/12/2024,13:44:28,NA,"$7,130.00",Banorte,Sector Financiero,389
1001,Afore,NA,06/22/2024,14:44:27,NA,"$5,188.00",Banorte,Sector Financiero,736
5231,Tarjeta de débito,Mercado Libre 40,06/08/2024,04:08:44,Artículo 29,"$2,044.00",Mercado Libre,Entretenimiento,406
7555,Tarjeta de débito,Amazon 518,06/06/2024,18:16:38,Artículo 1,"$1,025.00",Amazon,Electronics,659
6478,Fondos de Inversión,NA,07/04/2024,08:35:58,NA,"$9,499.00",Banorte,Sector Financiero,611
6478,Afore,NA,06/26/2024,22:02:54,NA,"$8,050.00",Banorte,Sector Financiero,611
9980,Tarjeta de crédito,Starbucks 549,06/22/2024,10:28:18,Artículo 48,"$9,565.00",Starbucks,Retail,501
7555,Tarjeta de crédito,Liverpool 454,06/22/2024,00:14:20,Artículo 46,"$8,048.00",Liverpool,Clothing,659
2002,Fondos de Inversión,NA,06/19/2024,23:12:07,NA,"$9,103.00",Banorte,Sector Financiero,389
6478,Tarjeta de crédito,iShop 775,06/04/2024,03:09:23,Artículo 15,"$3,851.00",iShop,Clothing,611
2002,Tarjeta de débito,Sanborns 221,06/04/2024,15:25:39,Artículo 31,"$3,744.00",Sanborns,Tecnología,389
6478,Tarjeta de débito,El Palacio de Hierro 490,06/11/2024,11:13:03,Artículo 38,"$5,066.00",El Palacio de Hierro,Supermercado,611
8765,Afore,NA,06/10/2024,10:05:47,NA,"$7,862.00",Banorte,Sector Financiero,480
9980,Fondos de Inversión,NA,06/12/2024,11:50:32,NA,"$2,473.00",Banorte,Sector Financiero,501
7555,Fondos de Inversión,NA,06/08/2024,18:18:28,NA,"$6,503.00",Banorte,Sector Financiero,659
2002,Afore,NA,07/04/2024,09:31:37,NA,"$5,059.00",Banorte,Sector Financiero,389
2002,Tarjeta de débito,Amazon 375,06/06/2024,04:50:26,Artículo 40,"$4,071.00",Amazon,Supermercado,389
1001,Afore,NA,06/25/2024,16:18:22,NA,"$6,875.00",Banorte,Sector Financiero,736
8765,Tarjeta de crédito,Soriana 228,06/07/2024,19:52:09,Artículo 29,"$2,319.00",Soriana,Retail,480
5231,Tarjeta de débito,Sanborns 144,06/17/2024,09:16:10,Artículo 23,"$9,589.00",Sanborns,Tecnología,406
7555,Afore,NA,07/04/2024,08:26:20,NA,"$7,736.00",Banorte,Sector Financiero,659
1234,Tarjeta de débito,Oxxo 791,06/17/2024,12:02:01,Artículo 40,"$3,222.00",Oxxo,Retail,571
1234,Fondos de Inversión,NA,06/09/2024,22:16:25,NA,"$2,491.00",Banorte,Sector Financiero,571
1234,Tarjeta de débito,Oxxo 145,06/16/2024,04:33:02,Artículo 9,"$4,112.00",Oxxo,Electronics,571
6478,Afore,NA,06/26/2024,04:38:26,NA,$685.00,Banorte,Sector Financiero,611
1001,Fondos de Inversión,NA,07/04/2024,16:08:15,NA,"$2,787.00",Banorte,Sector Financiero,736
7555,Tarjeta de crédito,Uber Eats 316,06/15/2024,22:39:52,Artículo 7,"$5,401.00",Uber Eats,Comida a domicilio,659
2002,Afore,NA,06/04/2024,16:13:43,NA,"$7,927.00",Banorte,Sector Financiero,389
2002,Tarjeta de débito,Liverpool 587,06/18/2024,03:01:10,Artículo 12,"$6,239.00",Liverpool,Supermercado,389
1234,Tarjeta de débito,Starbucks 158,06/19/2024,18:03:05,Artículo 8,"$6,630.00",Starbucks,Alimentos y bebidas,571
2002,Tarjeta de crédito,Starbucks 746,06/24/2024,22:51:12,Artículo 23,"$6,574.00",Starbucks,Alimentos y bebidas,389
6478,Tarjeta de crédito,Sanborns 890,06/04/2024,09:59:02,Artículo 18,"$3,943.00",Sanborns,Alimentos y bebidas,611
1001,Fondos de Inversión,NA,07/04/2024,22:09:30,NA,"$7,255.00",Banorte,Sector Financiero,736
1234,Tarjeta de débito,Starbucks 372,06/29/2024,22:58:38,Artículo 21,$721.00,Starbucks,Restaurant,571
1001,Fondos de Inversión,NA,06/27/2024,04:41:20,NA,"$1,684.00",Banorte,Sector Financiero,736
1001,Tarjeta de débito,Walmart 536,06/10/2024,21:10:04,Artículo 29,"$8,206.00",Walmart,Entretenimiento,736
5432,Tarjeta de débito,Starbucks 381,06/12/2024,13:34:54,Artículo 23,"$8,860.00",Starbucks,Restaurant,737
8765,Tarjeta de crédito,Cinemex 7,06/07/2024,05:08:29,Artículo 37,"$6,100.00",Cinemex,Tecnología,480
7555,Tarjeta de crédito,Oxxo 746,07/02/2024,05:53:28,Artículo 47,"$7,772.00",Oxxo,E-commerce,659
5231,Fondos de Inversión,NA,06/15/2024,10:05:25,NA,"$4,053.00",Banorte,Sector Financiero,406
1234,Tarjeta de crédito,Cinemex 679,06/04/2024,03:04:34,Artículo 41,"$3,265.00",Cinemex,Restaurant,571
8765,Fondos de Inversión,NA,06/12/2024,15:04:09,NA,"$4,763.00",Banorte,Sector Financiero,480
7555,Tarjeta de débito,Amazon 752,06/15/2024,21:35:35,Artículo 42,"$4,415.00",Amazon,Comida a domicilio,659
5231,Tarjeta de crédito,Sanborns 881,06/24/2024,00:01:43,Artículo 13,"$1,629.00",Sanborns,Electronics,406
2002,Afore,NA,06/04/2024,20:07:23,NA,"$4,053.00",Banorte,Sector Financiero,389
5432,Afore,NA,06/29/2024,18:28:47,NA,"$8,363.00",Banorte,Sector Financiero,737
9980,Tarjeta de débito,Oxxo 645,06/08/2024,04:24:11,Artículo 3,$126.00,Oxxo,Retail,501
5231,Tarjeta de débito,Soriana 688,06/20/2024,11:24:26,Artículo 21,"$9,753.00",Soriana,Supermercado,406
1234,Tarjeta de débito,El Palacio de Hierro 394,06/21/2024,05:08:18,Artículo 37,$117.00,El Palacio de Hierro,Alimentos y bebidas,571
1234,Fondos de Inversión,NA,06/13/2024,07:12:02,NA,"$4,878.00",Banorte,Sector Financiero,571
6478,Afore,NA,06/13/2024,09:03:46,NA,$58.00,Banorte,Sector Financiero,611
5432,Tarjeta de crédito,Uber Eats 336,06/17/2024,03:22:51,Artículo 2,"$8,740.00",Uber Eats,Alimentos y bebidas,737
1001,Afore,NA,07/04/2024,20:37:08,NA,"$3,775.00",Banorte,Sector Financiero,736
9876,Fondos de Inversión,NA,06/22/2024,04:17:33,NA,"$9,415.00",Banorte,Sector Financiero,591
9876,Tarjeta de débito,Sanborns 439,06/25/2024,14:57:38,Artículo 18,"$7,060.00",Sanborns,E-commerce,591
1001,Fondos de Inversión,NA,06/23/2024,19:41:16,NA,"$3,070.00",Banorte,Sector Financiero,736
9876,Fondos de Inversión,NA,06/06/2024,07:24:08,NA,"$8,055.00",Banorte,Sector Financiero,591
5231,Afore,NA,06/08/2024,00:35:02,NA,"$2,628.00",Banorte,Sector Financiero,406
6478,Tarjeta de crédito,Uber Eats 351,06/29/2024,03:10:52,Artículo 32,"$6,581.00",Uber Eats,Electronics,611
6478,Fondos de Inversión,NA,06/17/2024,01:17:44,NA,"$9,130.00",Banorte,Sector Financiero,611
5432,Tarjeta de crédito,Cinemex 876,06/19/2024,19:09:18,Artículo 22,"$7,514.00",Cinemex,Entretenimiento,737
5432,Fondos de Inversión,NA,06/13/2024,07:29:21,NA,"$4,573.00",Banorte,Sector Financiero,737
7555,Tarjeta de crédito,Spotify 639,06/29/2024,05:49:05,Artículo 26,"$5,832.00",Spotify,Electronics,659
9876,Tarjeta de crédito,Sanborns 232,06/26/2024,01:23:51,Artículo 17,"$4,884.00",Sanborns,Alimentos y bebidas,591
9876,Afore,NA,06/10/2024,07:24:26,NA,"$2,424.00",Banorte,Sector Financiero,591
9980,Fondos de Inversión,NA,06/22/2024,01:58:13,NA,"$6,927.00",Banorte,Sector Financiero,501
2002,Afore,NA,06/10/2024,06:33:51,NA,"$2,331.00",Banorte,Sector Financiero,389
1234,Fondos de Inversión,NA,06/30/2024,07:22:35,NA,"$5,419.00",Banorte,Sector Financiero,571
9876,Tarjeta de débito,Liverpool 603,06/04/2024,01:32:46,Artículo 37,"$1,180.00",Liverpool,Restaurant,591
9980,Fondos de Inversión,NA,06/06/2024,04:54:16,NA,"$8,050.00",Banorte,Sector Financiero,501
9876,Afore,NA,06/15/2024,17:33:27,NA,"$5,199.00",Banorte,Sector Financiero,591
2002,Afore,NA,06/13/2024,14:18:24,NA,"$2,135.00",Banorte,Sector Financiero,389
9876,Tarjeta de crédito,Spotify 613,06/27/2024,20:07:35,Artículo 10,$884.00,Spotify,Entretenimiento,591
2002,Tarjeta de crédito,Soriana 424,06/22/2024,01:42:52,Artículo 43,"$5,964.00",Soriana,Comida a domicilio,389
1234,Tarjeta de crédito,Soriana 31,06/19/2024,18:25:49,Artículo 7,$305.00,Soriana,Supermercado,571
1234,Afore,NA,07/02/2024,11:57:33,NA,"$6,831.00",Banorte,Sector Financiero,571
2002,Tarjeta de crédito,Liverpool 404,06/11/2024,12:21:39,Artículo 32,"$1,559.00",Liverpool,Supermercado,389
9980,Afore,NA,06/27/2024,04:02:48,NA,"$1,806.00",Banorte,Sector Financiero,501
9980,Afore,NA,07/01/2024,13:45:14,NA,"$6,090.00",Banorte,Sector Financiero,501
8765,Tarjeta de débito,Starbucks 941,07/02/2024,22:21:17,Artículo 41,"$8,195.00",Starbucks,Restaurant,480
9876,Fondos de Inversión,NA,06/17/2024,03:58:33,NA,"$9,307.00",Banorte,Sector Financiero,591
5231,Tarjeta de crédito,El Palacio de Hierro 940,06/24/2024,10:25:47,Artículo 6,"$5,180.00",El Palacio de Hierro,Restaurant,406
7555,Tarjeta de crédito,Spotify 205,07/03/2024,06:28:29,Artículo 12,"$2,589.00",Spotify,Entretenimiento,659
7555,Tarjeta de crédito,Oxxo 299,06/08/2024,17:56:12,Artículo 17,$823.00,Oxxo,Tecnología,659
1234,Fondos de Inversión,NA,06/17/2024,17:21:49,NA,"$3,596.00",Banorte,Sector Financiero,571
8765,Tarjeta de débito,El Palacio de Hierro 887,06/10/2024,04:49:38,Artículo 11,"$8,078.00",El Palacio de Hierro,Electronics,480
6478,Tarjeta de débito,Cinemex 571,06/28/2024,18:11:52,Artículo 13,"$5,671.00",Cinemex,Electronics,611
7555,Tarjeta de débito,Starbucks 951,06/08/2024,20:38:30,Artículo 14,"$6,781.00",Starbucks,Restaurant,659
5231,Tarjeta de débito,Amazon 569,06/12/2024,22:45:42,Artículo 14,"$3,645.00",Amazon,Comida a domicilio,406
7555,Tarjeta de crédito,iShop 503,06/05/2024,18:35:43,Artículo 21,"$4,374.00",iShop,Clothing,659
9876,Fondos de Inversión,NA,06/04/2024,15:56:14,NA,$551.00,Banorte,Sector Financiero,591
6478,Tarjeta de crédito,Starbucks 834,06/12/2024,09:00:08,Artículo 37,"$3,074.00",Starbucks,Restaurant,611
7555,Fondos de Inversión,NA,06/24/2024,19:19:34,NA,"$6,750.00",Banorte,Sector Financiero,659
1234,Tarjeta de crédito,Spotify 874,07/04/2024,17:01:20,Artículo 34,"$2,423.00",Spotify,Supermercado,571
9980,Tarjeta de crédito,Mercado Libre 810,06/13/2024,06:14:13,Artículo 16,"$2,465.00",Mercado Libre,E-commerce,501
2002,Tarjeta de crédito,Chedraui 864,06/15/2024,11:28:00,Artículo 16,"$1,269.00",Chedraui,Restaurant,389
9980,Tarjeta de débito,Banorte 258,06/24/2024,05:25:20,Artículo 27,$880.00,Banorte,Alimentos y bebidas,501
7555,Fondos de Inversión,NA,07/01/2024,14:37:21,NA,"$6,602.00",Banorte,Sector Financiero,659
9876,Fondos de Inversión,NA,07/02/2024,01:53:56,NA,"$6,271.00",Banorte,Sector Financiero,591
7555,Tarjeta de débito,iShop 96,06/14/2024,16:40:32,Artículo 10,"$6,216.00",iShop,Entretenimiento,659
8765,Tarjeta de crédito,Uber Eats 378,06/13/2024,15:30:39,Artículo 28,"$5,111.00",Uber Eats,Comida a domicilio,480
6478,Tarjeta de débito,El Palacio de Hierro 884,06/05/2024,23:00:27,Artículo 44,"$9,420.00",El Palacio de Hierro,Tecnología,611
5432,Afore,NA,06/25/2024,20:16:37,NA,"$9,634.00",Banorte,Sector Financiero,737
9876,Fondos de Inversión,NA,06/20/2024,02:45:36,NA,"$3,363.00",Banorte,Sector Financiero,591
9980,Tarjeta de crédito,Spotify 915,07/04/2024,17:58:28,Artículo 9,"$9,262.00",Spotify,Entretenimiento,501
9980,Tarjeta de crédito,Amazon 172,07/03/2024,19:31:08,Artículo 9,"$7,515.00",Amazon,Entretenimiento,501
6478,Tarjeta de débito,Starbucks 524,06/07/2024,00:01:40,Artículo 44,"$5,841.00",Starbucks,Restaurant,611
6478,Tarjeta de crédito,Walmart 573,06/22/2024,14:47:25,Artículo 26,"$5,324.00",Walmart,Comida a domicilio,611
2002,Tarjeta de débito,Liverpool 663,07/03/2024,09:15:38,Artículo 31,$384.00,Liverpool,Electronics,389
9980,Fondos de Inversión,NA,06/18/2024,20:39:35,NA,"$4,739.00",Banorte,Sector Financiero,501
5231,Fondos de Inversión,NA,07/04/2024,12:52:57,NA,"$3,758.00",Banorte,Sector Financiero,406
9876,Fondos de Inversión,NA,06/06/2024,16:54:13,NA,"$1,871.00",Banorte,Sector Financiero,591
1234,Tarjeta de débito,Spotify 10,06/20/2024,11:33:46,Artículo 49,"$8,871.00",Spotify,Supermercado,571
9876,Fondos de Inversión,NA,06/16/2024,03:42:23,NA,"$3,765.00",Banorte,Sector Financiero,591
8765,Tarjeta de crédito,Soriana 495,07/02/2024,19:35:54,Artículo 47,"$6,187.00",Soriana,Electronics,480
2002,Tarjeta de crédito,Cinemex 671,06/28/2024,16:19:06,Artículo 46,"$2,326.00",Cinemex,Comida a domicilio,389
7555,Fondos de Inversión,NA,06/12/2024,01:24:14,NA,"$6,634.00",Banorte,Sector Financiero,659
1234,Afore,NA,07/01/2024,07:04:54,NA,"$9,194.00",Banorte,Sector Financiero,571
5231,Afore,NA,06/11/2024,04:04:45,NA,"$5,119.00",Banorte,Sector Financiero,406
5432,Fondos de Inversión,NA,06/25/2024,08:04:59,NA,"$5,861.00",Banorte,Sector Financiero,737
5432,Tarjeta de débito,Uber Eats 507,06/09/2024,08:27:38,Artículo 22,"$7,663.00",Uber Eats,Restaurant,737
7555,Tarjeta de débito,Sanborns 976,06/10/2024,21:22:57,Artículo 6,"$4,569.00",Sanborns,E-commerce,659
8765,Fondos de Inversión,NA,06/28/2024,23:24:39,NA,"$4,342.00",Banorte,Sector Financiero,480
5231,Afore,NA,07/04/2024,00:45:00,NA,"$2,413.00",Banorte,Sector Financiero,406
7555,Tarjeta de débito,Chedraui 737,06/24/2024,08:19:40,Artículo 32,"$6,377.00",Chedraui,Restaurant,659
5231,Afore,NA,06/16/2024,19:50:56,NA,"$6,921.00",Banorte,Sector Financiero,406
2002,Afore,NA,06/16/2024,16:08:52,NA,"$3,664.00",Banorte,Sector Financiero,389
9876,Fondos de Inversión,NA,06/11/2024,10:30:13,NA,$931.00,Banorte,Sector Financiero,591
7555,Tarjeta de crédito,Cinemex 48,06/04/2024,12:41:25,Artículo 41,"$6,931.00",Cinemex,Clothing,659
2002,Afore,NA,06/16/2024,09:30:35,NA,"$6,224.00",Banorte,Sector Financiero,389
7555,Tarjeta de débito,iShop 902,06/11/2024,11:31:09,Artículo 37,"$9,028.00",iShop,Electronics,659
9980,Afore,NA,06/15/2024,03:23:43,NA,"$4,970.00",Banorte,Sector Financiero,501
5432,Tarjeta de débito,Sanborns 491,06/22/2024,22:08:48,Artículo 50,"$5,772.00",Sanborns,Clothing,737
5432,Fondos de Inversión,NA,06/23/2024,21:19:22,NA,"$9,461.00",Banorte,Sector Financiero,737
1234,Fondos de Inversión,NA,06/18/2024,04:00:15,NA,"$3,748.00",Banorte,Sector Financiero,571
7555,Tarjeta de débito,Starbucks 400,06/28/2024,14:42:28,Artículo 19,"$2,672.00",Starbucks,Tecnología,659
5231,Fondos de Inversión,NA,06/13/2024,08:28:32,NA,"$6,140.00",Banorte,Sector Financiero,406
8765,Fondos de Inversión,NA,06/19/2024,23:14:39,NA,"$7,174.00",Banorte,Sector Financiero,480
6478,Tarjeta de débito,Spotify 947,07/02/2024,10:26:20,Artículo 11,"$3,071.00",Spotify,Restaurant,611
2002,Afore,NA,06/18/2024,08:58:26,NA,"$3,212.00",Banorte,Sector Financiero,389
9980,Tarjeta de crédito,Soriana 32,06/29/2024,05:30:50,Artículo 47,"$9,695.00",Soriana,Comida a domicilio,501
1234,Fondos de Inversión,NA,06/16/2024,12:18:31,NA,"$8,599.00",Banorte,Sector Financiero,571
9980,Fondos de Inversión,NA,06/10/2024,23:26:16,NA,"$2,579.00",Banorte,Sector Financiero,501
2002,Tarjeta de débito,Walmart 156,06/25/2024,22:58:50,Artículo 11,"$6,650.00",Walmart,Tecnología,389
9980,Fondos de Inversión,NA,06/28/2024,04:38:08,NA,"$9,327.00",Banorte,Sector Financiero,501
5231,Tarjeta de débito,Sanborns 797,06/20/2024,20:57:25,Artículo 8,$51.00,Sanborns,Restaurant,406
7555,Fondos de Inversión,NA,07/02/2024,20:45:53,NA,"$2,044.00",Banorte,Sector Financiero,659
1234,Fondos de Inversión,NA,06/20/2024,19:34:57,NA,"$2,468.00",Banorte,Sector Financiero,571
5432,Fondos de Inversión,NA,06/04/2024,22:08:03,NA,"$6,929.00",Banorte,Sector Financiero,737
7555,Tarjeta de crédito,Starbucks 196,06/27/2024,17:14:11,Artículo 2,"$1,167.00",Starbucks,E-commerce,659
